City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,al burayqah,30.4062,19.5739,18.12,36,100,6.97,LY,1701563881
287,la passe,45.5549,-0.8967,-1.87,87,96,3.61,FR,1701563891
288,bismarck,46.8083,-100.7837,0.45,73,0,3.6,US,1701563878
289,bubaque,11.2833,-15.8333,27.95,66,95,5.33,GW,1701563912
290,aginskoye,51.1,114.53,-9.7,82,84,3.85,RU,1701563922
291,codrington,-38.2667,141.9667,19.74,55,40,4.24,AU,1701563932
292,maitum,6.0392,124.4986,29.11,69,100,1.02,PH,1701563943
293,ndola,-12.9587,28.6366,19.19,94,84,0.45,ZM,1701563964
294,galvez,-32.0293,-61.221,25.25,93,4,2.52,AR,1701563974
295,kharp,66.8014,65.8081,-24.99,99,46,1.96,RU,1701563984
296,nykvarn,59.8,18.3,-4.54,96,98,2.3,SE,1701563995
297,cova figueira,14.8905,-24.2934,22.66,79,35,5.4,CV,1701564005
298,mujiayingzi,42.1167,118.7833,-3.2,43,11,3.28,CN,1701564015
299,zorritos,-3.6805,-80.6782,26.16,74,41,1.27,PE,1701564026
300,murun-kuren,49.6342,100.1625,-12.96,82,72,1.31,MN,1701564036
301,luganville,-15.5333,167.1667,29.44,70,97,5.25,VU,1701564056
302,yeppoon,-23.1333,150.7333,31.88,65,13,4.96,AU,1701564067
303,hasaki,35.7333,140.8333,5.22,58,38,3.81,JP,1701563959
304,mirny,62.5353,113.9611,-38.26,100,99,1.47,RU,1701564087
305,wasagu,11.3764,5.7954,21.4,18,88,2.82,NG,1701564098
306,yeraliyev,43.2,51.65,10.86,88,20,5.23,KZ,1701564077
307,adi keyh,14.8444,39.3772,11.96,71,3,1.62,ER,1701564118
308,bull savanna,17.8868,-77.5902,24.22,84,97,5.15,JM,1701564128
309,castillos,-34.1667,-53.8333,17.38,96,77,1.54,UY,1701564139
310,floro,61.5996,5.0328,-0.02,64,100,5.14,NO,1701564149
311,harper,4.375,-7.7169,25.83,88,8,2.59,LR,1701564159
312,kodiak,57.79,-152.4072,4.73,87,100,5.66,US,1701564169
313,usinsk,65.9939,57.5281,-11.07,95,100,0.89,RU,1701564180
314,xai-xai,-25.0519,33.6442,18.92,83,0,2.84,MZ,1701564190
315,belmonte,-15.8631,-38.8828,25.9,76,5,4.83,BR,1701564200
316,adamovka,51.5223,59.9396,-3.27,83,100,10.06,RU,1701564211
317,inirida,3.8653,-67.9239,26.05,78,84,0.79,CO,1701564221
318,lesozavodsk,45.4794,133.4244,-12.35,92,24,2.44,RU,1701564231
319,kiunga,-6.1219,141.2906,27.66,79,97,1.62,PG,1701564242
320,dampit,-8.2116,112.7493,25.5,81,93,1.39,ID,1701564263
321,al bayda,32.7627,21.7551,13.96,32,100,9.36,LY,1701564273
322,mejit,10.2753,170.8646,27.41,77,97,8.79,MH,1701564283
323,lompoc,34.6391,-120.4579,18.21,78,0,8.75,US,1701564294
324,sangmelima,2.9333,11.9833,20.0,98,100,1.21,CM,1701564304
325,ust-nera,64.5667,143.2,-36.38,100,99,1.28,RU,1701564314
326,carnarvon,-24.8667,113.6333,25.2,54,0,8.36,AU,1701564325
327,kiruna,67.8557,20.2251,-16.49,85,100,0.0,SE,1701564335
328,jarwal,27.1667,81.55,17.09,53,0,3.37,IN,1701564356
329,mao,39.8885,4.2658,11.31,71,75,3.09,ES,1701564366
330,aydintepe,40.3894,40.1506,1.65,64,4,1.85,TR,1701564376
331,naze,28.3667,129.4833,17.51,61,99,5.14,JP,1701564301
332,micheweni,-4.9667,39.8333,26.55,86,100,3.45,TZ,1701564397
333,katsuren-haebaru,26.3369,127.8719,22.21,61,75,4.12,JP,1701564407
334,vorkuta,67.5,64.0,-21.8,98,84,2.0,RU,1701564417
335,korla,41.7597,86.1469,-0.74,45,100,1.73,CN,1701564428
336,kerikeri,-35.2268,173.9474,19.66,83,95,5.16,NZ,1701564438
337,pijijiapan,15.7011,-93.23,25.05,80,30,1.49,MX,1701564448
338,kailua-kona,19.6406,-155.9956,28.32,80,40,3.09,US,1701564459
339,severo-yeniseyskiy,60.3725,93.0408,-11.52,92,100,3.73,RU,1701564469
340,bay roberts,47.5999,-53.2648,3.52,92,100,0.45,CA,1701564479
341,rondonopolis,-16.4708,-54.6356,27.14,64,100,1.52,BR,1701564211
342,nuuk,64.1835,-51.7216,0.34,74,20,2.06,GL,1701564500
343,alesund,62.4723,6.1549,0.18,70,75,6.69,NO,1701564510
344,saguenay,48.4168,-71.0657,-5.54,81,100,1.54,CA,1701564504
345,swift current,50.2834,-107.8014,-4.55,74,0,4.12,CA,1701564244
346,alto araguaia,-17.3147,-53.2153,22.82,76,97,1.23,BR,1701564551
347,bamboo flat,11.7,92.7167,26.05,89,40,1.03,IN,1701564572
348,dunda,-8.1167,34.25,19.73,88,89,0.83,TZ,1701564582
349,barra de santo antonio,-9.4047,-35.5072,25.6,82,100,3.92,BR,1701564592
350,vilyuchinsk,52.9306,158.4028,-7.26,77,100,2.46,RU,1701564603
351,aripuana,-9.1667,-60.6333,25.26,77,59,0.66,BR,1701564613
352,tangalle,6.024,80.7911,26.09,90,79,5.21,LK,1701564623
353,grand-bassam,5.2118,-3.7388,26.98,86,50,2.97,CI,1701564634
354,fort mcmurray,56.7268,-111.381,-8.27,86,0,2.57,CA,1701564644
355,usogorsk,63.4106,48.6872,-17.41,99,99,0.94,RU,1701564665
356,mili,6.0815,171.735,27.54,81,100,8.57,MH,1701564675
357,king city,36.2127,-121.126,14.79,75,100,3.94,US,1701564685
358,tomatlan,19.9333,-105.25,24.21,70,100,0.68,MX,1701564696
359,copala,16.65,-98.9833,26.24,76,6,1.12,MX,1701564706
360,kas,36.2018,29.6377,16.93,81,100,0.52,TR,1701564726
361,kovur,14.4833,79.9833,24.78,89,100,7.85,IN,1701564737
362,mahibadhoo,3.7833,72.9667,27.78,78,82,5.17,MV,1701564747
363,padang,-0.9492,100.3543,25.03,87,100,1.13,ID,1701564758
364,lubango,-14.9172,13.4925,16.92,100,75,1.54,AO,1701564628
365,dadiya,9.6167,11.4333,24.13,21,60,1.68,NG,1701564778
366,gafsa,34.425,8.7842,13.12,71,40,5.14,TN,1701564788
367,afaahiti,-17.75,-149.2833,29.93,83,100,8.94,PF,1701564799
368,hanzhong,33.0728,107.0303,8.42,64,27,0.83,CN,1701564809
369,longquan,24.6719,102.1613,13.63,95,100,1.4,CN,1701564819
370,yatou,37.15,122.3833,3.82,56,1,1.66,CN,1701564829
371,horta,38.5333,-28.6333,13.9,67,100,5.81,PT,1701564840
372,ola,59.5833,151.2833,-13.96,93,100,4.13,RU,1701564850
373,askim,59.5833,11.1629,-12.57,90,88,0.45,NO,1701564860
374,sungai penuh,-2.0833,101.3833,20.63,89,96,0.19,ID,1701564871
375,aykhal,66.0,111.5,-37.09,100,91,2.14,RU,1701564881
376,makoua,0.0069,15.6333,21.57,99,100,1.08,CG,1701564891
377,beaufort west,-32.3567,22.583,17.48,66,57,1.24,ZA,1701564902
378,kassala,15.451,36.4,24.43,59,67,3.64,SD,1701564922
379,dunedin,-45.8742,170.5036,12.11,74,87,4.92,NZ,1701564938
380,mcpherson,38.3708,-97.6642,1.07,99,65,3.3,US,1701564963
381,fuglafjordur,62.244,-6.814,0.26,70,100,3.94,FO,1701564973
382,tura,25.5198,90.2201,16.92,80,46,1.81,IN,1701564984
383,dickinson,29.4608,-95.0513,19.5,90,100,3.6,US,1701564994
384,palmares do sul,-30.2578,-50.5097,22.51,95,100,1.82,BR,1701564796
385,nuku'alofa,-21.1333,-175.2,30.19,84,40,7.2,TO,1701565014
386,felipe carrillo puerto,19.5833,-88.05,24.6,94,13,1.3,MX,1701565025
387,necochea,-38.5473,-58.7368,13.76,47,100,9.23,AR,1701565008
388,iranshahr,27.2025,60.6848,17.19,42,0,2.06,IR,1701565045
389,hohhot,40.8106,111.6522,-14.84,72,0,1.0,CN,1701565055
390,gadzhiyevo,69.2551,33.3362,-0.51,89,100,6.47,RU,1701565066
391,hamilton,39.1834,-84.5333,10.5,85,75,3.09,US,1701564778
392,quibdo,5.6947,-76.6611,26.19,100,75,2.06,CO,1701565086
393,jieshi,22.8134,115.8257,18.47,75,100,4.22,CN,1701565107
394,tucuma,-0.1833,-50.05,25.38,88,11,3.0,BR,1701565117
395,ibotirama,-12.1853,-43.2206,28.59,38,100,1.5,BR,1701565128
396,atafu village,-8.5421,-172.5159,27.67,71,90,3.72,TK,1701565138
397,kuzhener,56.8111,48.9128,-16.65,98,72,2.64,RU,1701565148
398,hillsborough,37.5741,-122.3794,15.72,87,100,3.09,US,1701564742
399,ulsteinvik,62.3432,5.8487,-0.38,75,97,2.68,NO,1701565099
400,howrah,22.5892,88.3103,20.0,88,40,2.57,IN,1701565189
401,queenstown,-31.8976,26.8753,17.2,76,100,0.62,ZA,1701565199
402,leninskoye,41.7589,69.3864,8.14,43,5,1.11,KZ,1701565210
403,talitsa,56.8804,60.0213,-10.7,93,100,4.55,RU,1701565221
404,fomboni,-12.28,43.7425,26.34,77,14,0.79,KM,1701565233
405,vila velha,-20.3297,-40.2925,26.08,88,40,6.69,BR,1701565244
406,flying fish cove,-10.4217,105.6791,26.82,69,100,4.63,CX,1701564980
407,sola,-13.8833,167.55,27.05,82,97,8.34,VU,1701565265
408,antalaha,-14.9003,50.2788,23.55,92,71,1.91,MG,1701565276
409,jiangzi,28.95,89.6333,-9.83,77,1,1.97,CN,1701565286
410,arno,60.1167,18.6333,-2.34,83,100,4.1,SE,1701565297
411,januaria,-15.4833,-44.3667,27.1,51,100,3.62,BR,1701565308
412,al ghayzah,16.2079,52.176,23.7,59,3,2.82,YE,1701565319
413,livadiya,42.8692,132.6764,-3.04,63,1,4.36,RU,1701565108
414,ulladulla,-35.35,150.4667,24.87,69,42,6.94,AU,1701565339
415,howard springs,-12.497,131.047,24.95,62,100,1.26,AU,1701565350
416,okulovka,58.4008,33.2908,-14.69,100,81,1.17,RU,1701565361
417,ancient oaks,40.5473,-75.5893,10.42,93,0,0.0,US,1701565372
418,kudahuvadhoo,2.6708,72.8944,27.89,78,81,5.75,MV,1701565383
419,goz beida,13.95,20.55,23.35,16,6,3.4,TD,1701565394
420,toamasina,-18.1667,49.3833,22.0,94,75,5.14,MG,1701565404
421,christchurch,-43.5333,172.6333,27.11,41,75,4.63,NZ,1701564774
422,beolgyo,34.8449,127.3429,6.79,67,3,2.96,KR,1701565425
423,klyuchi,52.2667,79.1667,1.01,95,100,10.45,RU,1701565435
424,san pedro pochutla,15.7333,-96.4667,27.84,78,100,1.69,MX,1701565445
425,murovani kurylivtsi,48.7235,27.5189,4.33,95,83,5.07,UA,1701565455
426,utrik,11.2278,169.8474,27.24,77,73,8.99,MH,1701565466
427,san nicolas de los arroyos,-33.3358,-60.2252,25.03,65,5,1.69,AR,1701565476
428,katima mulilo,-17.5,24.2667,21.59,62,7,2.92,NA,1701565486
429,portland,45.5234,-122.6762,9.35,92,100,1.34,US,1701565084
430,tajerouine,35.8917,8.5528,9.93,81,100,3.97,TN,1701565507
431,bengkulu,-3.8004,102.2655,24.51,91,100,1.59,ID,1701565517
432,yorosso,12.3536,-4.7761,25.15,17,27,3.76,ML,1701565528
433,keflavik,64.0049,-22.5624,-2.76,74,0,4.12,IS,1701565538
434,brookings,44.3114,-96.7984,0.1,71,0,5.66,US,1701565330
435,wanning,18.8003,110.3967,24.0,87,70,5.59,CN,1701565558
436,kralendijk,12.15,-68.2667,27.99,78,20,6.17,BQ,1701565569
437,capim grosso,-11.3811,-40.0128,24.28,57,2,3.85,BR,1701565579
438,quixeramobim,-5.1992,-39.2928,26.94,62,86,3.52,BR,1701565457
439,juba,4.8517,31.5825,27.51,55,100,1.1,SS,1701565600
440,general cabrera,-32.8131,-63.8724,21.12,41,100,6.95,AR,1701565610
441,biskra,34.8504,5.7281,13.42,55,0,3.83,DZ,1701565620
442,luderitz,-26.6481,15.1594,17.9,68,3,7.07,NA,1701565631
443,darlowo,54.421,16.4107,1.73,79,100,5.55,PL,1701565641
444,swakopmund,-22.6833,14.5333,17.21,83,100,2.24,NA,1701565652
445,sandur,15.1,76.55,20.86,87,99,2.39,IN,1701565662
446,ierapetra,35.01,25.7353,18.68,62,100,5.58,GR,1701565672
447,arvayheer,46.2639,102.775,-8.73,63,91,2.34,MN,1701565682
448,waingapu,-9.6567,120.2641,29.31,72,86,2.37,ID,1701565693
449,tianshui,34.5439,105.6897,2.37,50,33,0.49,CN,1701565703
450,sao felix do xingu,-6.6447,-51.995,22.38,93,65,0.42,BR,1701565713
451,qal'ah-ye shahr,35.5473,65.5676,1.68,75,3,2.34,AF,1701565724
452,cacoal,-11.4386,-61.4472,23.99,71,100,1.42,BR,1701565734
453,kristiansund,63.1115,7.732,-4.64,68,60,3.09,NO,1701565744
454,kangding,30.0513,101.9603,6.02,76,17,0.94,CN,1701565755
455,la ronge,55.1001,-105.2842,-6.88,93,100,1.03,CA,1701565765
456,fisterra,42.9049,-9.2629,9.86,72,63,6.56,ES,1701565775
457,elverum,60.8819,11.5623,-21.06,99,38,1.5,NO,1701565785
458,qaqortoq,60.7167,-46.0333,-0.98,75,100,4.07,GL,1701565796
459,panjakent,39.4952,67.6093,7.91,39,0,3.16,TJ,1701565806
460,puquio,-14.7,-74.1333,12.86,54,42,1.28,PE,1701565816
461,chardara,41.2547,67.9692,10.41,68,0,3.38,KZ,1701565826
462,maceio,-9.6658,-35.7353,25.69,88,40,2.57,BR,1701565837
463,novska,45.3406,16.9769,1.55,74,100,3.87,HR,1701565847
464,brainerd,46.358,-94.2008,-0.84,74,20,3.6,US,1701565857
465,boyolangu,-8.1181,111.8935,27.33,77,77,3.09,ID,1701565867
466,qarah bagh,34.9402,61.7759,8.56,45,0,1.26,AF,1701565877
467,volkhov,59.9258,32.3382,-16.4,100,92,1.29,RU,1701565888
468,tindouf,27.6711,-8.1474,14.48,51,0,4.54,DZ,1701565898
469,fismes,49.3077,3.6861,-2.87,84,66,2.51,FR,1701565908
470,torrington,41.8007,-73.1212,8.05,96,100,0.94,US,1701565918
471,antsohihy,-14.8796,47.9875,24.02,90,64,1.46,MG,1701565929
472,codogno,45.1619,9.7022,5.75,50,71,2.22,IT,1701565939
473,panino,51.6467,40.1346,-2.6,93,100,4.97,RU,1701565949
474,castlegar,49.2998,-117.6689,-2.77,97,91,1.3,CA,1701565960
475,ascencion,31.1,-107.9833,10.71,26,0,2.28,MX,1701565970
476,chinde,26.8418,88.0763,7.17,60,0,2.18,NP,1701565980
477,nabire,-3.3667,135.4833,29.8,66,96,1.09,ID,1701565990
478,maragogi,-9.0122,-35.2225,25.13,83,100,2.83,BR,1701566001
479,pasni,25.2631,63.471,22.84,73,0,2.13,PK,1701566011
480,iturama,-19.7281,-50.1956,22.75,89,38,2.39,BR,1701566021
481,galesong,-5.3166,119.3661,29.01,70,24,0.79,ID,1701566031
482,geraldton,-28.7667,114.6,24.23,57,100,5.66,AU,1701565926
483,khorixas,-20.3667,14.9667,23.48,65,100,4.9,NA,1701566052
484,funafuti,-8.5243,179.1942,28.97,72,63,6.15,TV,1701565794
485,lhokseumawe,5.1801,97.1507,25.71,84,100,1.11,ID,1701566073
486,beloyarskiy,63.7119,66.6722,-15.56,96,100,1.79,RU,1701566083
487,port augusta,-32.5,137.7667,27.38,26,8,1.33,AU,1701566093
488,piacabucu,-10.4056,-36.4344,25.92,77,75,4.98,BR,1701566104
489,lebu,-37.6167,-73.65,10.83,63,0,9.23,CL,1701566114
490,khovd,48.0056,91.6419,-6.38,57,100,1.51,MN,1701566124
491,smithers,54.7804,-127.1743,-1.07,90,100,0.32,CA,1701566084
492,granada,37.25,-3.25,2.15,61,0,1.02,ES,1701566145
493,ta`u,-14.2336,-169.5144,26.76,80,100,5.44,AS,1701566155
494,prado,-17.3411,-39.2208,25.33,80,0,4.72,BR,1701566135
495,campbellton,48.0075,-66.6727,-1.75,97,97,0.81,CA,1701566176
496,mitu,1.1983,-70.1733,24.32,86,100,0.92,CO,1701566186
497,khilok,51.3674,110.4676,-8.1,90,82,4.24,RU,1701566197
498,leo,11.1,-2.1,25.33,21,64,2.94,BF,1701566207
499,griffith,41.5284,-87.4237,5.62,88,100,0.0,US,1701566217
500,rabaul,-4.1967,152.1721,28.15,71,39,1.58,PG,1701566228
501,ixtapa,20.7,-105.2,25.57,73,100,1.03,MX,1701566238
502,igarka,67.4667,86.5833,-31.95,98,93,3.83,RU,1701566248
503,ambalangoda,6.2355,80.0538,25.9,86,73,3.4,LK,1701566258
504,brush,40.2589,-103.6238,0.57,43,0,2.06,US,1701566269
505,mbekenyera,-10.0,38.9833,22.28,95,100,1.22,TZ,1701566279
506,prainha,-1.8,-53.48,26.57,67,16,1.51,BR,1701566289
507,praia a mare,39.9009,15.7793,14.58,67,22,3.8,IT,1701566299
508,cassilandia,-19.1133,-51.7342,22.54,89,68,2.29,BR,1701566310
509,puerto deseado,-47.7503,-65.8938,7.17,69,83,9.1,AR,1701566320
510,yanta,36.2411,115.6672,3.61,30,8,2.01,CN,1701566330
511,dubki,43.0225,46.8372,8.32,45,11,1.59,RU,1701566341
512,beypore,11.1833,75.8167,24.58,94,20,2.57,IN,1701566361
513,lazaro cardenas,17.9583,-102.2,26.33,70,71,0.77,MX,1701566087
514,siquijor,9.2142,123.515,27.95,79,93,8.3,PH,1701566382
515,hegang,47.4,130.3667,-13.19,84,21,1.59,CN,1701566392
516,salinopolis,-0.6136,-47.3561,25.9,86,50,3.14,BR,1701566402
517,interlaken,36.9513,-121.7338,15.86,91,100,0.87,US,1701566413
518,cidreira,-30.1811,-50.2056,22.58,96,100,2.86,BR,1701566423
519,khor,47.8861,134.9464,-15.68,94,39,2.86,RU,1701566433
520,katsuura,35.1333,140.3,8.01,52,5,8.67,JP,1701566444
521,wenchang,30.904,118.4887,8.37,36,100,1.5,CN,1701566454
522,ilhabela,-23.7781,-45.3581,24.29,92,82,3.29,BR,1701566437
523,broken hill,-31.95,141.4333,23.16,34,0,1.78,AU,1701566437
524,higuera de zaragoza,25.95,-109.2833,20.96,54,0,7.01,MX,1701566485
525,johvi,59.3592,27.4211,-11.21,93,52,1.55,EE,1701566495
526,saldanha,-33.0117,17.9442,16.49,78,0,5.78,ZA,1701566506
527,antsiranana,-12.2787,49.2917,25.0,86,18,1.23,MG,1701566516
528,al kharj,24.155,47.3346,16.32,31,3,2.19,SA,1701566526
529,siavonga,-16.5382,28.7088,24.78,58,5,2.32,ZM,1701566537
530,ihosy,-22.4,46.1167,14.93,85,43,4.7,MG,1701566558
531,alta,69.9689,23.2717,-12.41,85,100,1.54,NO,1701566568
532,kavieng,-2.5744,150.7967,28.85,71,82,2.74,PG,1701566578
533,mount pearl,47.5166,-52.7813,2.2,94,75,2.06,CA,1701566589
534,kidal,18.4411,1.4078,23.65,8,1,4.92,ML,1701566599
535,kourou,5.1552,-52.6478,25.03,80,60,3.07,GF,1701566609
536,hammerfest,70.6634,23.6821,-3.75,74,75,1.03,NO,1701566620
537,lupane,-18.9315,27.807,19.13,28,3,3.33,ZW,1701566630
538,berezovyy,51.6667,135.7,-13.04,60,44,2.6,RU,1701566640
539,acarau,-2.8856,-40.12,26.74,73,80,5.91,BR,1701566527
540,thunder bay,48.4001,-89.3168,-5.01,80,75,1.03,CA,1701566661
541,djambala,-2.5447,14.7533,18.98,98,100,1.21,CG,1701566671
542,maksatikha,57.797,35.8825,-16.74,100,99,0.96,RU,1701566681
543,shumen,43.2706,26.9229,12.72,75,100,1.89,BG,1701566692
544,brisas de zicatela,15.8369,-97.0419,28.29,61,20,0.0,MX,1701566702
545,robertsport,6.7533,-11.3686,27.0,80,52,1.61,LR,1701566425
546,kandyagash,49.4744,57.4233,-0.92,80,94,6.46,KZ,1701566723
547,palmer,42.1584,-72.3287,7.23,85,100,1.01,US,1701566733
548,azul,-36.777,-59.8585,12.6,67,37,8.07,AR,1701566550
549,taroudant,30.4703,-8.877,13.81,83,1,0.74,MA,1701566753
550,liminka,64.8099,25.4155,-7.25,85,100,3.09,FI,1701566764
551,nalut,30.3333,10.85,14.76,22,0,4.66,LY,1701566774
552,moranbah,-22.0016,148.0466,33.25,42,0,1.07,AU,1701566784
553,urengoy,65.9667,78.3667,-28.12,93,6,4.69,RU,1701566794
554,akrehamn,59.2667,5.1833,1.9,93,100,5.14,NO,1701566805
555,murzuq,25.9155,13.9184,16.85,24,100,4.11,LY,1701566815
556,severnoye,56.3491,78.3619,-3.34,96,100,4.02,RU,1701566835
557,fukumitsu,36.55,136.8667,7.1,89,100,4.02,JP,1701566846
558,hanting,36.7708,119.2108,2.93,37,0,1.66,CN,1701566856
559,enriquillo,17.9,-71.2333,25.44,86,99,5.05,DO,1701566866
560,medowie,-32.7333,151.8667,29.15,61,0,4.63,AU,1701566876
561,alakurtti,66.9672,30.3491,-6.99,96,100,2.16,RU,1701566887
562,caleta de carquin,-11.0925,-77.6267,20.18,86,99,4.31,PE,1701566897
563,viedma,-40.8135,-62.9967,13.22,15,83,2.93,AR,1701566907
564,north battleford,52.7834,-108.2847,-9.95,92,100,2.57,CA,1701566807
565,tshabong,-26.05,22.45,24.79,34,6,6.69,BW,1701566928
566,sabang,5.8933,95.3214,27.35,77,97,5.34,ID,1701566938
567,weitramsdorf,50.25,10.8833,-2.68,75,99,1.34,DE,1701566949
568,lyantor,61.6195,72.1555,-20.91,97,100,6.26,RU,1701566959
569,banjarmasin,-3.3244,114.591,28.08,76,92,1.5,ID,1701566969
570,paita,-5.0892,-81.1144,21.08,82,82,6.93,PE,1701566980
571,egilsstadir,65.2653,-14.3948,-4.05,100,75,1.54,IS,1701566990
572,freeport,40.6576,-73.5832,11.16,90,100,2.06,US,1701567000
573,reggane,26.7158,0.1714,18.57,22,0,2.14,DZ,1701567011
574,pitiquito,30.7,-112.0833,16.57,27,0,3.0,MX,1701567021
575,tarko-sale,64.9225,77.785,-28.5,92,5,5.03,RU,1701567031
